tpep_pickup_datetime,total_pickups,avg_duration_minutes,avg_distance_miles,avg_fare_amount,avg_total_amount,avg_speed_mph,hour_of_day,day_of_week,is_weekend
2023-01-21 14:00:00,6130,14.317319,3.242119,17.986427,25.704094,11.506748,14,5,1
2023-01-21 15:00:00,6254,14.223921,3.041727,17.470453,25.091911,11.012586,15,5,1
2023-01-21 16:00:00,6444,15.165943,3.025467,17.770927,25.369473,10.467311,16,5,1
2023-01-21 17:00:00,6471,15.054566,3.092666,17.746775,25.380695,10.62459,17,5,1
2023-01-21 18:00:00,6767,14.678269,2.9714305,17.203547,24.72134,10.617115,18,5,1
2023-01-21 19:00:00,6855,14.496717,2.8969743,17.2173,24.636831,10.673465,19,5,1
2023-01-21 20:00:00,5324,13.934473,3.0664217,17.381786,25.828768,11.741482,20,5,1
2023-01-21 21:00:00,5362,13.917354,3.2551155,17.879616,26.495842,12.423666,21,5,1
2023-01-21 22:00:00,6139,14.003047,3.2291105,17.82898,26.456144,12.456554,22,5,1
2023-01-21 23:00:00,6526,13.764251,3.2044544,17.54367,26.137388,12.826525,23,5,1
2023-01-22 00:00:00,5379,12.975066,2.9487805,16.396225,24.659761,13.025676,0,6,1
2023-01-22 01:00:00,4582,11.969296,2.775035,15.393706,23.436478,13.347101,1,6,1
2023-01-22 02:00:00,3510,11.5935755,2.9650455,15.829989,23.899595,14.384021,2,6,1
2023-01-22 03:00:00,2223,11.407632,3.087688,16.02573,24.039478,15.07431,3,6,1
2023-01-22 04:00:00,1151,12.387054,3.8241615,18.819635,27.271616,16.750994,4,6,1
2023-01-22 05:00:00,396,15.005766,6.488157,28.506819,39.40601,22.333925,5,6,1
2023-01-22 06:00:00,657,14.352258,6.847519,29.567429,39.32429,24.01645,6,6,1
2023-01-22 07:00:00,1063,12.497413,5.5232453,24.937582,33.794975,21.814104,7,6,1
2023-01-22 08:00:00,1451,11.103733,4.3200965,20.349869,28.754726,19.466702,8,6,1
2023-01-22 09:00:00,2442,10.619895,3.6706305,18.012392,25.83176,17.34545,9,6,1
2023-01-22 10:00:00,3720,11.030981,3.4807017,17.375221,25.293823,16.073736,10,6,1
2023-01-22 11:00:00,4224,11.178432,3.0333712,16.124975,23.731743,14.073996,11,6,1
2023-01-22 12:00:00,5024,12.652083,3.2883918,17.540844,25.49859,13.435169,12,6,1
2023-01-22 13:00:00,5372,13.777845,3.5359979,18.66943,27.025377,12.950983,13,6,1
2023-01-22 14:00:00,5747,15.158544,3.8121579,20.037111,28.760313,12.519878,14,6,1
2023-01-22 15:00:00,5412,15.600911,3.8864987,20.296803,28.931509,12.483223,15,6,1
2023-01-22 16:00:00,5762,15.887111,3.7855034,20.110723,28.757898,11.8855715,16,6,1
2023-01-22 17:00:00,5371,16.52384,3.8519979,20.231745,28.859629,11.624511,17,6,1
2023-01-22 18:00:00,5109,13.86727,3.2188509,17.552946,25.53867,11.699904,18,6,1
2023-01-22 19:00:00,4365,14.110756,3.84814,19.430653,27.906118,13.384068,19,6,1
2023-01-22 20:00:00,3474,13.650854,4.0944934,20.081402,29.56501,14.631205,20,6,1
2023-01-22 21:00:00,3383,14.396744,5.049474,23.25172,33.846,17.277477,21,6,1
2023-01-22 22:00:00,2582,14.570197,5.3479123,24.273064,35.098118,18.293886,22,6,1
2023-01-22 23:00:00,1714,16.08132,6.626406,28.701399,40.27063,20.911057,23,6,1
2023-01-23 00:00:00,1016,16.100443,6.9553246,29.993603,41.86434,22.285994,0,0,0
2023-01-23 01:00:00,547,17.136534,8.36393,35.072395,47.480988,24.458809,1,0,0
2023-01-23 02:00:00,207,12.985749,4.0703864,20.054491,28.310966,17.316034,2,0,0
2023-01-23 03:00:00,175,13.375524,4.7070856,21.65943,29.813314,18.835669,3,0,0
2023-01-23 04:00:00,215,15.484729,6.1529303,27.760279,37.41902,21.3435,4,0,0
2023-01-23 05:00:00,545,14.21474,5.266422,23.19077,32.622,18.551771,5,0,0
2023-01-23 06:00:00,1659,15.255667,4.548294,21.270422,29.532654,15.445544,6,0,0
2023-01-23 07:00:00,3278,14.477446,3.2546492,17.47091,24.972025,12.264145,7,0,0
2023-01-23 08:00:00,4407,15.105664,2.879224,16.99876,24.671604,10.038537,8,0,0
2023-01-23 09:00:00,4467,14.987135,2.9755428,17.43245,25.46443,10.208008,9,0,0
2023-01-23 10:00:00,4561,15.176316,2.9798486,17.557947,25.388845,9.975801,10,0,0
2023-01-23 11:00:00,4538,14.511503,2.8119283,16.800673,24.344435,9.893723,11,0,0
2023-01-23 12:00:00,4728,13.939422,2.8732042,16.742935,24.3947,10.449903,12,0,0
2023-01-23 13:00:00,5194,14.875521,3.3249922,18.008125,25.801682,10.850892,13,0,0
2023-01-23 14:00:00,5523,15.402003,3.2430508,18.327269,26.28961,10.36341,14,0,0
2023-01-23 15:00:00,5707,15.761688,3.2742157,18.53952,26.703451,10.25727,15,0,0
2023-01-23 16:00:00,5357,14.969448,3.48871,18.696318,29.629028,11.358523,16,0,0
2023-01-23 17:00:00,6160,14.584891,3.470909,18.497622,29.620056,11.694543,17,0,0
2023-01-23 18:00:00,6205,12.290416,2.9392152,16.071249,26.690207,12.112561,18,0,0
2023-01-23 19:00:00,5239,12.204451,3.4430425,17.69475,28.553188,14.0992,19,0,0
2023-01-23 20:00:00,4715,12.168533,3.616738,18.17471,27.343166,15.097289,20,0,0
2023-01-23 21:00:00,4293,12.4282675,3.7845142,18.707664,28.15586,15.520396,21,0,0
2023-01-23 22:00:00,3459,13.44975,4.4475627,21.021797,31.194918,16.812857,22,0,0
2023-01-23 23:00:00,1969,14.081868,5.0656123,23.319527,33.669537,18.29923,23,0,0
2023-01-24 00:00:00,1224,15.750925,6.4864707,28.225815,39.91,21.417273,0,1,0
2023-01-24 01:00:00,473,13.54697,5.022262,22.980549,32.30996,19.435486,1,1,0
2023-01-24 02:00:00,259,11.795817,3.4645946,17.393436,24.987644,17.174023,2,1,0
2023-01-24 03:00:00,157,12.498089,4.1836944,19.771338,28.30051,18.335812,3,1,0
2023-01-24 04:00:00,223,14.427204,5.9635425,26.946638,37.510536,21.483355,4,1,0
2023-01-24 05:00:00,512,14.459993,5.768594,25.606993,35.236385,20.339985,5,1,0
2023-01-24 06:00:00,1641,13.9014015,4.1783915,19.878597,27.49404,15.490024,6,1,0
2023-01-24 07:00:00,3554,13.334652,2.9266179,16.271948,23.655315,11.873993,7,1,0
2023-01-24 08:00:00,4649,14.532293,2.5231705,16.08574,23.49937,9.640862,8,1,0
2023-01-24 09:00:00,5003,15.620568,2.8195262,17.593304,25.572886,9.714722,9,1,0
2023-01-24 10:00:00,4838,16.069435,2.968642,18.215586,26.185484,9.69602,10,1,0
2023-01-24 11:00:00,4961,15.737466,2.8733199,17.839508,25.770166,9.634963,11,1,0
2023-01-24 12:00:00,5174,15.722941,3.0215597,18.206127,26.041283,9.802886,12,1,0
2023-01-24 13:00:00,5327,14.902163,2.8648226,17.12996,24.789295,9.952712,13,1,0
2023-01-24 14:00:00,5975,16.596363,3.41645,19.385296,27.712698,10.246573,14,1,0
2023-01-24 15:00:00,6399,15.972038,3.1317813,18.253555,26.237057,9.835699,15,1,0
2023-01-24 16:00:00,6542,15.732923,3.0723221,18.026812,28.690765,9.985489,16,1,0
2023-01-24 17:00:00,7113,15.205037,2.8623633,17.137165,27.80046,9.808487,17,1,0
2023-01-24 18:00:00,7500,13.795206,2.6484308,16.129654,26.563507,10.27796,18,1,0
2023-01-24 19:00:00,6569,12.678725,3.007913,16.519234,27.002438,12.206795,19,1,0
2023-01-24 20:00:00,6077,12.249589,3.155511,16.600992,25.518951,13.539687,20,1,0
2023-01-24 21:00:00,5975,11.980837,3.0684621,16.29621,25.051126,13.817021,21,1,0
2023-01-24 22:00:00,4940,12.559751,3.5256295,18.04326,26.90959,14.827067,22,1,0
2023-01-24 23:00:00,2714,12.534911,3.7396317,18.562965,27.759209,15.875033,23,1,0
2023-01-25 00:00:00,1444,12.959176,4.486717,21.02874,30.37484,17.755308,0,2,0
2023-01-25 01:00:00,603,11.266308,3.550166,17.560696,25.956202,17.015598,1,2,0
2023-01-25 02:00:00,327,10.252141,3.0602753,15.509174,22.980947,16.48021,2,2,0
2023-01-25 03:00:00,233,11.753004,3.9362233,19.259657,27.859442,17.663305,3,2,0
2023-01-25 04:00:00,216,15.182098,6.0843983,26.902315,37.655,20.688652,4,2,0
2023-01-25 05:00:00,541,14.310782,6.2599263,27.248798,37.80782,21.487734,5,2,0
2023-01-25 06:00:00,1710,13.690536,4.0070233,19.340025,27.28483,15.274112,6,2,0
2023-01-25 07:00:00,3517,14.092224,3.1325362,17.106369,24.758121,11.930485,7,2,0
2023-01-25 08:00:00,4761,14.988485,2.7050283,16.826921,24.447363,9.778449,8,2,0
2023-01-25 09:00:00,4935,15.144496,2.6689808,16.917284,24.611406,9.630324,9,2,0
2023-01-25 10:00:00,4773,15.426468,2.8583343,17.608181,25.446218,9.8136,10,2,0
2023-01-25 11:00:00,5006,14.771268,2.7405674,16.968807,24.619879,9.751319,11,2,0
2023-01-25 12:00:00,5385,14.744225,2.8243325,17.03116,24.717108,9.9234,12,2,0
2023-01-25 13:00:00,6512,15.587405,2.7719119,17.11075,24.807657,8.993315,13,2,0
2023-01-25 14:00:00,6354,16.54254,2.9868066,18.142117,26.176085,8.979035,14,2,0
2023-01-25 15:00:00,6203,16.013075,2.7437966,17.299355,25.007183,8.939361,15,2,0
2023-01-25 16:00:00,6377,16.042147,2.97552,17.81613,28.411493,9.346123,16,2,0
2023-01-25 17:00:00,7005,16.047134,2.901115,17.713531,28.4574,9.485106,17,2,0
2023-01-25 18:00:00,8122,13.558022,2.1948695,14.7737875,24.757893,9.091143,18,2,0
2023-01-25 19:00:00,7790,12.986851,2.5880642,15.450504,25.703325,10.413281,19,2,0
2023-01-25 20:00:00,6452,12.631749,2.7709317,15.7291975,24.311186,11.4687195,20,2,0
2023-01-25 21:00:00,5889,13.259045,3.2881558,17.43991,26.384083,12.776935,21,2,0
2023-01-25 22:00:00,4879,13.333955,3.4568336,17.912355,27.081572,13.583257,22,2,0
2023-01-25 23:00:00,2986,13.665801,4.295372,20.742968,30.227655,16.134035,23,2,0
2023-01-26 00:00:00,1776,13.995843,5.241605,23.678368,34.439873,19.267673,0,3,0
2023-01-26 01:00:00,900,14.484926,5.7998,25.561888,35.348057,20.347687,1,3,0
2023-01-26 02:00:00,421,13.543587,4.6637764,21.7057,30.360025,18.314594,2,3,0
2023-01-26 03:00:00,259,12.390091,4.155135,20.546524,29.400387,17.89234,3,3,0
2023-01-26 04:00:00,269,14.480111,5.897695,26.445724,36.938995,20.718838,4,3,0
2023-01-26 05:00:00,501,14.602695,5.998643,26.657166,37.8683,20.467024,5,3,0
2023-01-26 06:00:00,1707,13.806336,4.1548038,19.673824,27.676344,15.269902,6,3,0
2023-01-26 07:00:00,3587,14.715533,3.3381572,17.810595,25.603594,12.183132,7,3,0
2023-01-26 08:00:00,4700,14.520706,2.6783721,16.379086,23.95986,10.018371,8,3,0
2023-01-26 09:00:00,5056,14.718288,2.7023773,16.792267,24.556513,9.958787,9,3,0
2023-01-26 10:00:00,5019,16.17359,2.9877725,18.017235,25.942112,9.76816,10,3,0
2023-01-26 11:00:00,5261,15.343432,2.7692795,17.330736,25.218254,9.616556,11,3,0
2023-01-26 12:00:00,5653,16.032211,3.0776896,18.357649,26.441513,9.789909,12,3,0
2023-01-26 13:00:00,5969,16.091835,3.2163613,18.71164,26.9225,10.0325165,13,3,0
2023-01-26 14:00:00,6449,16.691187,3.2715693,19.084145,27.453068,9.879131,14,3,0
2023-01-26 15:00:00,6623,17.06229,3.2086623,18.954914,27.100452,9.418532,15,3,0
2023-01-26 16:00:00,6493,18.054749,3.4253426,19.862906,31.174936,9.592703,16,3,0
2023-01-26 17:00:00,7293,16.33719,2.9553158,17.803936,28.693144,9.399875,17,3,0
2023-01-26 18:00:00,8095,15.297417,2.731948,16.956738,27.51647,9.580293,18,3,0
2023-01-26 19:00:00,7364,13.7971325,2.9693048,16.980568,27.648233,11.25754,19,3,0
2023-01-26 20:00:00,6617,13.478454,3.2964153,17.631178,26.804823,12.786458,20,3,0
2023-01-26 21:00:00,6946,12.967974,3.2057977,17.155514,26.09087,13.164195,21,3,0
2023-01-26 22:00:00,6312,13.294008,3.41561,17.816223,26.854107,13.719372,22,3,0
2023-01-26 23:00:00,4663,13.564908,3.9891508,19.824306,29.11973,15.171481,23,3,0
2023-01-27 00:00:00,2718,12.002085,3.5048897,17.552282,26.190039,15.467797,0,4,0
2023-01-27 01:00:00,1561,11.228945,3.1305509,16.04952,24.1905,15.2382965,1,4,0
2023-01-27 02:00:00,852,10.794327,2.9642372,15.454237,23.249567,15.264093,2,4,0
2023-01-27 03:00:00,547,11.94156,3.7629619,18.72669,27.46521,16.89733,3,4,0
2023-01-27 04:00:00,413,13.501816,5.038474,23.882082,34.18654,19.303709,4,4,0
2023-01-27 05:00:00,534,14.938265,6.2888765,27.76163,38.819756,21.468472,5,4,0
2023-01-27 06:00:00,1371,15.089546,5.042509,23.223253,32.27618,16.821617,6,4,0
2023-01-27 07:00:00,3038,14.654619,3.6295128,18.663279,26.69304,12.844317,7,4,0
2023-01-27 08:00:00,3969,13.845201,2.8730361,16.737572,24.400505,10.885096,8,4,0
2023-01-27 09:00:00,4354,14.279559,3.1211574,17.697956,25.893988,11.200798,9,4,0
2023-01-27 10:00:00,4673,14.902034,3.117036,17.832388,25.840578,10.81356,10,4,0
2023-01-27 11:00:00,4904,14.929598,3.0075164,17.744923,25.718407,10.367287,11,4,0
2023-01-27 12:00:00,5353,15.221542,3.3291368,18.526415,26.85632,10.920237,12,4,0
2023-01-27 13:00:00,5599,14.969831,3.1808376,18.012823,25.964397,10.739522,13,4,0
2023-01-27 14:00:00,6448,16.91561,3.5818193,19.784447,28.36422,10.592275,14,4,0
2023-01-27 15:00:00,6397,17.112877,3.289192,19.078339,27.428701,9.843016,15,4,0
2023-01-27 16:00:00,6343,16.414204,3.343399,18.904213,29.831694,10.164262,16,4,0
2023-01-27 17:00:00,7353,15.636495,3.1140583,17.833565,28.613012,10.151499,17,4,0
2023-01-27 18:00:00,7387,14.018797,2.6552742,16.08661,26.459291,10.061862,18,4,0
2023-01-27 19:00:00,7147,14.393326,3.0426626,17.385727,28.032188,10.928304,19,4,0
2023-01-27 20:00:00,5810,13.67626,2.862563,16.63907,25.320837,11.356821,20,4,0
2023-01-27 21:00:00,5863,13.991492,3.0367389,17.218727,26.055286,11.912931,21,4,0
2023-01-27 22:00:00,6426,14.519022,3.1656802,17.757065,26.47023,11.828966,22,4,0
2023-01-27 23:00:00,5999,13.7429495,3.280755,17.573362,26.318644,12.742423,23,4,0
2023-01-28 00:00:00,5200,12.808965,2.9921498,16.363962,24.734314,12.841385,0,5,1
2023-01-28 01:00:00,4224,11.9987335,2.7594151,15.283404,23.38205,13.056497,1,5,1
2023-01-28 02:00:00,3240,11.506657,2.8128393,15.185027,23.108397,13.93752,2,5,1
2023-01-28 03:00:00,2001,11.401924,2.9366019,15.710494,23.645767,14.563464,3,5,1
2023-01-28 04:00:00,1023,11.992783,3.7233431,18.389345,26.743872,16.503845,4,5,1
2023-01-28 05:00:00,406,15.677628,6.195566,27.22463,37.26261,20.502985,5,5,1
2023-01-28 06:00:00,723,13.301038,5.8385887,25.816168,34.92809,21.35918,6,5,1
2023-01-28 07:00:00,1136,12.191329,4.7888556,22.248354,30.649693,19.015738,7,5,1
2023-01-28 08:00:00,1907,10.471946,3.3105032,16.605076,24.119644,16.256475,8,5,1
2023-01-28 09:00:00,3078,10.880578,3.0658479,16.052528,23.60101,14.634317,9,5,1
2023-01-28 10:00:00,4102,11.117674,2.7279887,15.117718,22.433775,13.156445,10,5,1
2023-01-28 11:00:00,4817,11.936109,2.7424538,15.441509,22.813812,12.150016,11,5,1
2023-01-28 12:00:00,5651,13.017566,2.8248434,16.1974,23.68648,11.423364,12,5,1
2023-01-28 13:00:00,6081,14.285047,2.94273,17.116404,24.783802,10.9810705,13,5,1
2023-01-28 14:00:00,6044,14.867185,3.0943332,17.826345,25.490639,10.811862,14,5,1
2023-01-28 15:00:00,6270,15.319291,2.9753797,17.769186,25.435297,10.251151,15,5,1
2023-01-28 16:00:00,6536,16.250605,3.1037729,18.411777,26.043701,9.988306,16,5,1
2023-01-28 17:00:00,6441,16.138918,2.990596,17.991026,25.619724,9.820624,17,5,1
2023-01-28 18:00:00,6504,15.07662,2.6975615,16.7691,24.116318,9.828465,18,5,1
2023-01-28 19:00:00,6468,15.5209875,2.8591928,17.589859,25.13448,10.03852,19,5,1
2023-01-28 20:00:00,5562,15.330106,3.0196369,17.93817,26.430996,10.791995,20,5,1
2023-01-28 21:00:00,5625,14.682719,3.1134684,17.880747,26.543905,11.496269,21,5,1
2023-01-28 22:00:00,6072,14.792444,3.0704958,17.698782,26.371372,11.511469,22,5,1
2023-01-28 23:00:00,5883,14.396286,3.1172245,17.509281,26.03558,11.911778,23,5,1
2023-01-29 00:00:00,5092,13.149224,2.9584112,16.472742,24.775108,12.633013,0,6,1
2023-01-29 01:00:00,4489,12.186805,2.7830074,15.390733,23.502054,13.034873,1,6,1
2023-01-29 02:00:00,3631,11.800817,2.8379564,15.510696,23.527924,13.735873,2,6,1
2023-01-29 03:00:00,2260,11.349049,2.9942787,15.756189,23.697004,14.867699,3,6,1
2023-01-29 04:00:00,1179,12.456644,3.9353266,19.399143,27.70659,16.972239,4,6,1
2023-01-29 05:00:00,464,14.476042,6.105409,27.372631,37.568855,21.983112,5,6,1
2023-01-29 06:00:00,641,13.755954,6.474649,28.444273,38.10476,23.276306,6,6,1
2023-01-29 07:00:00,961,11.868453,5.3469825,24.22999,33.311134,22.069836,7,6,1
2023-01-29 08:00:00,1527,11.033878,4.2335563,19.902815,28.348946,19.124933,8,6,1
2023-01-29 09:00:00,2481,10.642114,3.629222,17.678032,25.737158,16.873814,9,6,1
2023-01-29 10:00:00,3715,11.19774,3.487421,17.435167,25.511097,15.619569,10,6,1
2023-01-29 11:00:00,4419,11.402429,2.9276578,15.928248,23.548832,13.421418,11,6,1
2023-01-29 12:00:00,5132,13.253023,3.551062,18.64431,26.942978,13.576721,12,6,1
2023-01-29 13:00:00,5293,13.900148,3.3691347,18.25002,26.3788,12.474533,13,6,1
2023-01-29 14:00:00,5765,15.693607,3.842451,20.361128,29.149569,12.267319,14,6,1
2023-01-29 15:00:00,5369,15.306082,3.7577517,19.790655,28.233385,12.359818,15,6,1
2023-01-29 16:00:00,5316,16.285227,4.193008,21.420937,30.345243,12.629852,16,6,1
2023-01-29 17:00:00,4958,16.069267,4.0712466,21.041357,29.797234,12.65061,17,6,1
2023-01-29 18:00:00,4643,14.03609,3.4132478,18.286871,26.410547,12.578334,18,6,1
2023-01-29 19:00:00,3849,13.854928,4.029553,19.941273,28.547907,14.451161,19,6,1
2023-01-29 20:00:00,3442,13.139749,4.041888,19.841516,29.345263,15.472419,20,6,1
2023-01-29 21:00:00,3314,14.03544,4.829813,22.540691,32.999092,17.186466,21,6,1
2023-01-29 22:00:00,3065,14.03615,5.127041,23.496704,33.539467,18.32628,22,6,1
2023-01-29 23:00:00,1709,14.27956,5.732621,25.419485,36.279144,20.438122,23,6,1
2023-01-30 00:00:00,1006,14.258168,6.000517,26.356262,36.887356,21.438467,0,0,0
2023-01-30 01:00:00,471,12.140977,4.291932,20.319744,28.862486,18.52885,1,0,0
2023-01-30 02:00:00,255,12.114118,3.6881568,18.544313,25.80196,17.361263,2,0,0
2023-01-30 03:00:00,175,13.232382,4.948914,23.001715,31.844345,18.869009,3,0,0
2023-01-30 04:00:00,210,13.479524,5.211047,23.888096,33.660667,20.438528,4,0,0
2023-01-30 05:00:00,537,14.474177,5.680503,25.52756,35.401714,20.330126,5,0,0
2023-01-30 06:00:00,1640,15.428109,4.931049,22.733524,31.256817,16.168486,6,0,0
2023-01-30 07:00:00,3157,15.391173,3.6658032,18.920303,26.913912,12.784949,7,0,0
2023-01-30 08:00:00,4132,14.578795,2.956474,17.027033,24.648846,10.625321,8,0,0
2023-01-30 09:00:00,4235,15.084219,3.2172892,18.33202,26.558289,10.917664,9,0,0
2023-01-30 10:00:00,4073,15.036693,3.1850798,18.16985,26.204914,10.962391,10,0,0
2023-01-30 11:00:00,3978,14.279571,3.0302336,17.357843,25.264742,10.937669,11,0,0
2023-01-30 12:00:00,4639,14.634315,3.28687,18.112047,26.212786,11.347287,12,0,0
2023-01-30 13:00:00,4797,15.037673,3.5317326,18.966,27.105425,11.512767,13,0,0
2023-01-30 14:00:00,5167,16.445707,3.7556224,20.067574,28.613605,11.266039,14,0,0
2023-01-30 15:00:00,5366,16.230433,3.3518844,19.08196,27.232582,10.529024,15,0,0
2023-01-30 16:00:00,5037,15.616459,3.4657533,19.160675,30.222448,11.208917,16,0,0
2023-01-30 17:00:00,5754,16.09273,3.5452294,19.24603,30.375017,11.113835,17,0,0
2023-01-30 18:00:00,5789,13.1860075,2.9187512,16.382608,26.892765,11.584419,18,0,0
2023-01-30 19:00:00,4975,12.6388235,3.471958,17.831018,28.658379,13.722778,19,0,0
2023-01-30 20:00:00,4329,12.649257,3.6697366,18.322453,27.664429,14.731057,20,0,0
2023-01-30 21:00:00,3911,12.435848,3.7724264,18.544153,27.973509,15.684642,21,0,0
2023-01-30 22:00:00,2989,13.258571,4.37812,20.56617,30.196623,16.828854,22,0,0
2023-01-30 23:00:00,1922,13.665305,4.8536887,22.56537,32.38425,18.361448,23,0,0
2023-01-31 00:00:00,987,13.968592,5.343171,24.15988,33.985016,19.742544,0,1,0
2023-01-31 01:00:00,443,12.74477,4.6032505,20.988262,29.62334,18.960009,1,1,0
2023-01-31 02:00:00,301,12.391085,4.5766115,21.286312,30.514284,19.013906,2,1,0
2023-01-31 03:00:00,135,12.918272,4.833185,22.663483,32.161182,19.688015,3,1,0
2023-01-31 04:00:00,219,13.748706,5.747306,26.134703,36.559727,22.041096,4,1,0
2023-01-31 05:00:00,581,14.596702,5.572754,24.283976,33.657883,18.986797,5,1,0
2023-01-31 06:00:00,1774,14.133437,3.813602,18.678417,26.166985,14.073865,6,1,0
2023-01-31 07:00:00,3841,13.818975,2.7150533,15.723216,23.011656,10.879539,7,1,0
2023-01-31 08:00:00,5003,15.6498165,2.5932581,16.561634,24.072088,9.123712,8,1,0
2023-01-31 09:00:00,4924,15.648322,2.7418377,17.183815,24.928846,9.405172,9,1,0
2023-01-31 10:00:00,4671,15.984775,2.8034768,17.610693,25.35666,9.396838,10,1,0
2023-01-31 11:00:00,4703,16.569923,2.6778398,17.900026,25.64825,8.930626,11,1,0
2023-01-31 12:00:00,5047,16.771675,2.7738736,18.221893,26.089022,8.888676,12,1,0
2023-01-31 13:00:00,5104,18.798132,3.0983307,20.057583,28.185366,8.772359,13,1,0
2023-01-31 14:00:00,5507,19.084753,3.184017,20.25373,28.498337,8.837011,14,1,0
2023-01-31 15:00:00,5683,19.684933,3.036801,20.307144,28.49904,8.260197,15,1,0
2023-01-31 16:00:00,5777,17.337929,3.0767024,18.98719,29.920776,9.126533,16,1,0
2023-01-31 17:00:00,6585,15.747224,2.879192,17.590996,28.152508,9.503912,17,1,0
2023-01-31 18:00:00,7248,13.818394,2.6646233,16.054237,26.422752,10.168972,18,1,0
2023-01-31 19:00:00,6290,12.494492,2.8414068,15.91485,26.271452,11.982015,19,1,0
2023-01-31 20:00:00,5884,12.174292,3.2460759,16.91681,25.8244,13.765794,20,1,0
2023-01-31 21:00:00,5896,12.333461,3.3225915,17.21204,26.114492,14.1936455,21,1,0
2023-01-31 22:00:00,4873,12.818284,3.5582764,18.083344,27.172016,14.638285,22,1,0
2023-01-31 23:00:00,2892,13.720758,4.324651,20.636272,30.237736,16.337152,23,1,0
